Trigger type: http
Traces: 1000
 
Measured latencies:
41.0
54.0
43.0
40.0
48.0
32.0
57.0
35.0
46.0
25.0
40.0
31.0
61.0
30.0
45.0
29.0
33.0
36.0
51.0
31.0
49.0
46.0
36.0
36.0
33.0
53.0
38.0
41.0
48.0
37.0
43.0
27.0
27.0
39.0
36.0
29.0
54.0
37.0
39.0
43.0
37.0
39.0
37.0
36.0
31.0
51.0
26.0
36.0
27.0
53.0
34.0
52.0
54.0
36.0
24.0
28.0
32.0
57.0
37.0
36.0
36.0
43.0
43.0
44.0
36.0
44.0
50.0
43.0
39.0
54.0
43.0
41.0
40.0
44.0
40.0
71.0
36.0
31.0
47.0
37.0
45.0
56.0
35.0
28.0
41.0
32.0
29.0
42.0
26.0
27.0
48.0
66.0
49.0
43.0
30.0
39.0
3038.0
25.0
41.0
35.0
32.0
50.0
33.0
34.0
43.0
53.0
42.0
39.0
27.0
46.0
3057.0
37.0
48.0
41.0
34.0
34.0
36.0
58.0
49.0
45.0
41.0
37.0
41.0
98.0
28.0
46.0
52.0
59.0
26.0
31.0
30.0
51.0
32.0
38.0
36.0
37.0
30.0
36.0
38.0
42.0
41.0
29.0
52.0
48.0
34.0
33.0
39.0
38.0
32.0
45.0
31.0
43.0
47.0
28.0
41.0
35.0
51.0
43.0
32.0
35.0
77.0
33.0
38.0
35.0
54.0
52.0
47.0
30.0
45.0
44.0
30.0
44.0
40.0
38.0
40.0
39.0
34.0
39.0
35.0
38.0
39.0
36.0
28.0
35.0
37.0
52.0
53.0
46.0
35.0
24.0
47.0
45.0
48.0
36.0
36.0
37.0
39.0
41.0
3049.0
37.0
33.0
31.0
40.0
48.0
47.0
40.0
36.0
26.0
35.0
32.0
40.0
31.0
68.0
35.0
33.0
32.0
37.0
26.0
33.0
31.0
50.0
67.0
36.0
35.0
46.0
37.0
27.0
37.0
56.0
44.0
27.0
45.0
31.0
29.0
52.0
28.0
26.0
34.0
26.0
25.0
50.0
36.0
44.0
40.0
52.0
41.0
57.0
35.0
38.0
37.0
34.0
47.0
39.0
37.0
60.0
39.0
39.0
45.0
31.0
54.0
44.0
39.0
38.0
34.0
39.0
41.0
45.0
28.0
33.0
39.0
46.0
52.0
87.0
47.0
43.0
31.0
32.0
48.0
46.0
53.0
3031.0
34.0
39.0
43.0
26.0
42.0
30.0
53.0
56.0
60.0
38.0
38.0
56.0
40.0
27.0
41.0
43.0
35.0
49.0
35.0
34.0
26.0
48.0
54.0
50.0
37.0
39.0
3113.0
33.0
31.0
38.0
41.0
47.0
47.0
45.0
51.0
41.0
31.0
48.0
37.0
29.0
49.0
64.0
25.0
38.0
55.0
39.0
40.0
30.0
29.0
41.0
38.0
3030.0
40.0
45.0
56.0
27.0
30.0
47.0
41.0
38.0
31.0
55.0
45.0
33.0
32.0
28.0
33.0
39.0
28.0
59.0
34.0
39.0
81.0
50.0
31.0
39.0
37.0
48.0
42.0
47.0
24.0
47.0
32.0
50.0
40.0
51.0
37.0
37.0
30.0
41.0
35.0
40.0
41.0
42.0
39.0
40.0
47.0
45.0
54.0
51.0
32.0
61.0
36.0
44.0
41.0
47.0
40.0
33.0
40.0
41.0
29.0
46.0
22.0
37.0
39.0
42.0
37.0
35.0
42.0
38.0
28.0
44.0
28.0
59.0
46.0
47.0
44.0
31.0
33.0
45.0
46.0
41.0
49.0
30.0
58.0
46.0
38.0
57.0
37.0
33.0
38.0
30.0
36.0
43.0
56.0
42.0
32.0
32.0
34.0
43.0
47.0
38.0
42.0
28.0
39.0
37.0
46.0
28.0
33.0
37.0
48.0
52.0
37.0
42.0
38.0
51.0
46.0
38.0
46.0
35.0
40.0
34.0
45.0
36.0
54.0
43.0
38.0
30.0
49.0
36.0
38.0
52.0
45.0
37.0
46.0
37.0
41.0
39.0
34.0
40.0
27.0
38.0
50.0
48.0
18.0
34.0
51.0
44.0
45.0
35.0
52.0
30.0
40.0
40.0
37.0
30.0
34.0
33.0
27.0
36.0
34.0
37.0
36.0
37.0
45.0
37.0
33.0
30.0
47.0
45.0
45.0
37.0
44.0
44.0
43.0
40.0
47.0
33.0
47.0
33.0
36.0
36.0
36.0
34.0
43.0
35.0
53.0
61.0
42.0
41.0
35.0
41.0
31.0
40.0
27.0
51.0
40.0
45.0
48.0
28.0
34.0
43.0
33.0
47.0
33.0
48.0
38.0
40.0
36.0
36.0
27.0
28.0
26.0
29.0
35.0
47.0
51.0
37.0
36.0
42.0
37.0
49.0
35.0
27.0
38.0
28.0
45.0
87.0
37.0
44.0
28.0
24.0
43.0
39.0
35.0
37.0
37.0
51.0
45.0
38.0
45.0
48.0
48.0
51.0
28.0
51.0
37.0
48.0
43.0
56.0
41.0
26.0
51.0
30.0
34.0
39.0
23.0
36.0
38.0
49.0
25.0
96.0
44.0
38.0
61.0
36.0
27.0
46.0
33.0
26.0
42.0
33.0
41.0
38.0
34.0
60.0
42.0
38.0
42.0
51.0
59.0
34.0
39.0
31.0
29.0
33.0
43.0
40.0
118.0
58.0
40.0
50.0
37.0
25.0
44.0
3027.0
36.0
46.0
28.0
55.0
60.0
36.0
49.0
35.0
29.0
44.0
41.0
37.0
32.0
41.0
29.0
35.0
54.0
28.0
30.0
41.0
44.0
37.0
35.0
41.0
33.0
45.0
43.0
48.0
39.0
39.0
31.0
35.0
48.0
48.0
33.0
42.0
52.0
31.0
42.0
37.0
807.0
58.0
39.0
28.0
45.0
35.0
44.0
47.0
44.0
31.0
47.0
46.0
30.0
44.0
41.0
52.0
35.0
42.0
33.0
38.0
29.0
38.0
38.0
44.0
48.0
47.0
25.0
54.0
45.0
46.0
46.0
43.0
34.0
36.0
45.0
42.0
58.0
29.0
46.0
35.0
3098.0
38.0
40.0
48.0
34.0
35.0
24.0
37.0
40.0
38.0
32.0
43.0
35.0
42.0
29.0
57.0
34.0
51.0
35.0
34.0
43.0
39.0
27.0
3050.0
38.0
21.0
31.0
41.0
37.0
45.0
38.0
43.0
34.0
48.0
31.0
60.0
39.0
30.0
38.0
32.0
23.0
37.0
28.0
38.0
39.0
38.0
38.0
34.0
45.0
41.0
33.0
34.0
35.0
30.0
38.0
44.0
33.0
40.0
57.0
27.0
50.0
27.0
45.0
36.0
37.0
37.0
32.0
37.0
42.0
61.0
46.0
45.0
30.0
49.0
39.0
38.0
43.0
40.0
35.0
50.0
34.0
41.0
46.0
32.0
57.0
39.0
40.0
32.0
37.0
32.0
42.0
40.0
30.0
35.0
34.0
39.0
45.0
47.0
34.0
51.0
34.0
27.0
40.0
41.0
88.0
34.0
33.0
19.0
43.0
54.0
36.0
29.0
23.0
40.0
49.0
37.0
36.0
44.0
26.0
42.0
3044.0
32.0
43.0
40.0
25.0
48.0
33.0
40.0
33.0
37.0
30.0
43.0
50.0
