Trigger type: http
Traces: 1000

Measured latencies:
991.0
149.0
41.0
39.0
70.0
53.0
40.0
39.0
49.0
39.0
53.0
34.0
61.0
50.0
44.0
37.0
88.0
39.0
39.0
41.0
62.0
32.0
39.0
37.0
44.0
47.0
31.0
209.0
52.0
46.0
42.0
55.0
42.0
51.0
52.0
31.0
43.0
30.0
31.0
68.0
83.0
64.0
41.0
50.0
63.0
49.0
113.0
48.0
41.0
38.0
52.0
57.0
45.0
33.0
56.0
32.0
51.0
33.0
37.0
139.0
30.0
49.0
49.0
88.0
30.0
67.0
48.0
33.0
41.0
34.0
34.0
32.0
34.0
48.0
63.0
39.0
35.0
91.0
49.0
47.0
48.0
58.0
59.0
36.0
50.0
47.0
44.0
46.0
55.0
52.0
40.0
34.0
35.0
51.0
47.0
32.0
31.0
55.0
48.0
32.0
52.0
51.0
30.0
45.0
65.0
30.0
32.0
60.0
51.0
108.0
34.0
38.0
49.0
32.0
53.0
31.0
55.0
49.0
50.0
50.0
51.0
48.0
34.0
48.0
43.0
47.0
68.0
41.0
50.0
49.0
33.0
47.0
55.0
49.0
47.0
30.0
33.0
42.0
43.0
111.0
52.0
40.0
68.0
54.0
69.0
42.0
31.0
50.0
61.0
61.0
49.0
34.0
50.0
42.0
36.0
53.0
31.0
107.0
34.0
30.0
31.0
36.0
34.0
42.0
64.0
73.0
45.0
65.0
31.0
42.0
66.0
34.0
34.0
38.0
38.0
32.0
47.0
45.0
34.0
54.0
53.0
38.0
45.0
47.0
62.0
35.0
54.0
33.0
38.0
52.0
40.0
38.0
77.0
50.0
30.0
33.0
47.0
34.0
32.0
47.0
33.0
34.0
36.0
47.0
33.0
34.0
151.0
36.0
40.0
33.0
34.0
39.0
44.0
37.0
56.0
45.0
38.0
32.0
98.0
34.0
44.0
44.0
49.0
50.0
35.0
40.0
30.0
104.0
31.0
34.0
33.0
35.0
49.0
35.0
31.0
74.0
63.0
48.0
56.0
33.0
40.0
68.0
33.0
59.0
31.0
38.0
34.0
73.0
62.0
30.0
60.0
46.0
33.0
62.0
42.0
48.0
46.0
131.0
69.0
38.0
50.0
35.0
47.0
33.0
37.0
46.0
31.0
53.0
66.0
46.0
32.0
31.0
39.0
32.0
31.0
44.0
31.0
36.0
31.0
40.0
31.0
30.0
40.0
33.0
35.0
50.0
30.0
30.0
49.0
73.0
55.0
114.0
52.0
31.0
36.0
42.0
32.0
66.0
31.0
33.0
44.0
58.0
36.0
34.0
47.0
54.0
29.0
41.0
33.0
40.0
36.0
39.0
33.0
151.0
33.0
34.0
34.0
38.0
49.0
32.0
35.0
33.0
31.0
40.0
36.0
30.0
50.0
35.0
30.0
34.0
35.0
38.0
30.0
31.0
46.0
45.0
31.0
49.0
48.0
54.0
37.0
53.0
36.0
32.0
131.0
34.0
30.0
31.0
33.0
54.0
46.0
31.0
38.0
39.0
62.0
30.0
32.0
32.0
33.0
34.0
32.0
39.0
38.0
38.0
39.0
32.0
32.0
32.0
32.0
34.0
30.0
30.0
38.0
32.0
42.0
43.0
52.0
44.0
41.0
49.0
48.0
39.0
36.0
32.0
47.0
30.0
37.0
41.0
29.0
45.0
47.0
34.0
46.0
42.0
48.0
30.0
34.0
50.0
49.0
37.0
41.0
33.0
64.0
93.0
92.0
31.0
36.0
37.0
35.0
63.0
49.0
112.0
60.0
33.0
53.0
46.0
35.0
40.0
67.0
44.0
113.0
32.0
32.0
37.0
37.0
31.0
35.0
45.0
34.0
32.0
209.0
31.0
32.0
32.0
46.0
54.0
30.0
33.0
30.0
33.0
51.0
32.0
33.0
39.0
31.0
30.0
34.0
33.0
32.0
51.0
33.0
27.0
48.0
30.0
118.0
44.0
58.0
32.0
33.0
30.0
42.0
32.0
33.0
32.0
31.0
30.0
33.0
31.0
41.0
33.0
55.0
90.0
60.0
48.0
30.0
49.0
42.0
31.0
59.0
35.0
58.0
47.0
37.0
36.0
50.0
49.0
67.0
29.0
53.0
41.0
30.0
28.0
30.0
42.0
33.0
36.0
31.0
46.0
31.0
38.0
100.0
31.0
37.0
29.0
59.0
43.0
50.0
52.0
32.0
65.0
43.0
43.0
39.0
48.0
48.0
31.0
32.0
49.0
41.0
34.0
43.0
39.0
31.0
45.0
169.0
133.0
47.0
48.0
43.0
54.0
44.0
67.0
35.0
31.0
29.0
29.0
32.0
42.0
51.0
34.0
28.0
29.0
75.0
29.0
41.0
38.0
43.0
36.0
43.0
39.0
53.0
38.0
35.0
36.0
34.0
96.0
43.0
30.0
53.0
29.0
34.0
48.0
61.0
66.0
49.0
36.0
41.0
74.0
32.0
47.0
56.0
41.0
46.0
40.0
30.0
60.0
53.0
42.0
52.0
34.0
46.0
101.0
42.0
34.0
31.0
57.0
42.0
33.0
46.0
34.0
48.0
41.0
31.0
40.0
31.0
35.0
45.0
30.0
50.0
62.0
33.0
49.0
30.0
43.0
31.0
44.0
37.0
38.0
34.0
129.0
31.0
46.0
30.0
39.0
29.0
47.0
65.0
38.0
35.0
39.0
56.0
44.0
87.0
34.0
64.0
41.0
81.0
45.0
45.0
40.0
40.0
34.0
33.0
31.0
33.0
30.0
36.0
39.0
28.0
45.0
33.0
44.0
53.0
36.0
29.0
31.0
31.0
41.0
45.0
32.0
49.0
85.0
34.0
37.0
29.0
42.0
45.0
40.0
27.0
29.0
31.0
31.0
36.0
38.0
39.0
36.0
31.0
56.0
62.0
31.0
45.0
49.0
38.0
38.0
35.0
32.0
53.0
39.0
35.0
40.0
27.0
29.0
70.0
47.0
34.0
49.0
32.0
47.0
35.0
49.0
39.0
36.0
46.0
33.0
32.0
30.0
35.0
29.0
35.0
37.0
35.0
49.0
33.0
52.0
38.0
29.0
30.0
39.0
40.0
99.0
36.0
32.0
30.0
168.0
33.0
47.0
32.0
35.0
36.0
40.0
48.0
42.0
48.0
38.0
35.0
41.0
37.0
29.0
35.0
49.0
61.0
32.0
37.0
49.0
30.0
32.0
40.0
29.0
51.0
49.0
31.0
47.0
29.0
48.0
40.0
31.0
38.0
43.0
34.0
37.0
37.0
29.0
41.0
46.0
48.0
40.0
41.0
31.0
65.0
44.0
30.0
39.0
33.0
39.0
35.0
33.0
33.0
49.0
29.0
43.0
32.0
28.0
40.0
58.0
30.0
37.0
29.0
35.0
32.0
59.0
30.0
208.0
44.0
34.0
35.0
72.0
28.0
47.0
35.0
35.0
33.0
30.0
30.0
34.0
35.0
43.0
31.0
29.0
34.0
30.0
30.0
37.0
44.0
35.0
31.0
32.0
35.0
29.0
49.0
30.0
27.0
48.0
28.0
31.0
136.0
38.0
44.0
30.0
30.0
43.0
162.0
30.0
37.0
31.0
30.0
55.0
48.0
40.0
31.0
29.0
53.0
37.0
157.0
33.0
31.0
29.0
51.0
37.0
29.0
44.0
47.0
28.0
31.0
